epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
EPIC 206114630,2MASS J22011933-1143271,EPIC 206114630.01,,330.330536,0.000000,22h01m19.33s,-11.724275,0.000000,-11d43m27.4s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5132.00,,,0,,,,,,,,,,0.78,,,0,,,,,11.032,,0,12.007,0.179,0,11.115,0.104,0,,,,11.682,0.030,0,11.036,0.040,0,10.753,0.060,0,,,,9.675,0.028,0,9.173,0.027,0,9.075,0.024,0,8.942,0.023,0,8.959,0.020,0,8.921,0.032,0,8.109,,-1,0.892,0.207,0,0.502,0.039,0,0.098,0.036,0,0.600,0.037,0,,,7.44487540,,,0,2456985.390000,,,0,0.061000,,,0,0.0429167,,,0,,,,,0.9600,,,0,,,,,0.03097,,,0,0.188,,,0,2.110,,,0,,,,,1
EPIC 206119924,2MASS J22243636-1134428,EPIC 206119924.01,K2-116 b,336.151581,0.000000,22h24m36.38s,-11.578688,0.000000,-11d34m43.3s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,4264.00,,,0,,,,,,,,,,0.66,,,0,,,,,10.310,,0,12.198,0.293,0,10.910,0.101,0,,,,11.435,0.030,0,10.258,0.030,0,9.828,0.030,0,,,,8.597,0.029,0,8.020,0.045,0,7.875,0.027,0,7.767,0.027,0,7.865,0.021,0,7.811,0.020,0,7.701,0.152,0,1.288,0.310,0,0.577,0.054,0,0.145,0.052,0,0.722,0.040,0,,,4.65567820,,,0,2456979.949000,,,0,0.012900,,,0,0.0787500,,,0,,,,,0.1000,,,0,,,,,0.01000,,,0,0.073,,,0,0.814,,,0,,,,,1
EPIC 206125618,2MASS J22093926-1125434,EPIC 206125618.01,K2-64 b,332.413605,0.000000,22h09m39.27s,-11.428742,0.000000,-11d25m43.5s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5313.00,,,0,,,,,,,,,,0.82,,,0,,,,,13.894,,0,14.891,0.010,0,14.086,0.010,0,,,,14.470,0.040,0,13.847,0.010,0,13.647,0.010,0,,,,12.665,0.026,0,12.258,0.023,0,12.201,0.025,0,12.148,0.023,0,12.229,0.024,0,12.258,0.514,0,8.630,,-1,0.805,0.014,0,0.407,0.035,0,0.057,0.034,0,0.464,0.036,0,,,6.53111780,,,0,2456979.662000,,,0,0.101000,,,0,0.1325000,,,0,,,,,0.3400,,,0,,,,,0.02884,,,0,0.254,,,0,2.850,,,0,,,,,1
EPIC 206135682,2MASS J22103256-1109583,EPIC 206135682.01,,332.635681,0.000000,22h10m32.56s,-11.166197,0.000000,-11d09m58.3s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,3,,,,,,,,,4679.00,,,0,,,,,,,,,,0.72,,,0,,,,,13.213,,0,14.500,0.030,0,13.536,0.020,0,,,,14.045,0.050,0,13.183,0.010,0,12.857,0.020,0,,,,11.613,0.024,0,11.103,0.021,0,11.042,0.021,0,10.990,0.023,0,11.030,0.021,0,10.935,0.147,0,8.173,,-1,0.964,0.036,0,0.510,0.032,0,0.061,0.030,0,0.571,0.032,0,,,5.02583100,,,0,2456983.791000,,,0,0.048400,,,0,0.0958333,,,0,,,,,0.2900,,,0,,,,,0.01961,,,0,0.153,,,0,1.720,,,0,,,,,1
EPIC 206144956,2MASS J22125079-1055311,EPIC 206144956.01,K2-65 b,333.211761,0.000000,22h12m50.82s,-10.925376,0.000000,-10d55m31.4s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,4711.00,,,0,,,,,,,,,,0.72,,,0,,,,,10.396,,0,11.595,0.102,0,10.801,0.084,0,,,,11.189,0.050,0,10.347,0.040,0,10.056,0.010,0,,,,8.967,0.035,0,8.457,0.033,0,8.344,0.024,0,,,,,,,,,,,,,0.794,0.132,0,0.510,0.048,0,0.113,0.041,0,0.623,0.042,0,,,12.64784900,,,0,2456986.328000,,,0,0.044000,,,0,0.1245833,,,0,,,,,0.6100,,,0,,,,,0.01986,,,0,0.147,,,0,1.650,,,0,,,,,1
EPIC 206146957,2MASS J21585426-1052301,EPIC 206146957.01,,329.726074,0.000000,21h58m54.26s,-10.875070,0.000000,-10d52m30.3s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5350.00,,,0,,,,,,,,,,0.83,,,0,,,,,11.379,,0,12.667,0.330,0,11.789,0.212,0,,,,11.788,0.030,0,11.345,0.040,0,11.204,0.060,0,,,,10.357,0.027,0,9.980,0.021,0,9.934,0.019,0,9.905,0.023,0,9.932,0.020,0,9.956,0.078,0,8.665,0.463,0,0.878,0.392,0,0.377,0.034,0,0.046,0.028,0,0.423,0.033,0,,,5.76192480,,,0,2456979.866000,,,0,0.022600,,,0,0.0916667,,,0,,,,,0.1800,,,0,,,,,0.01357,,,0,0.122,,,0,1.370,,,0,,,,,1
EPIC 206151047,2MASS J22145160-1046090,EPIC 206151047.01,,333.714996,0.000000,22h14m51.60s,-10.769168,0.000000,-10d46m09.0s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5862.00,,,0,,,,,,,,,,1.04,,,0,,,,,13.432,,0,14.186,0.040,0,13.569,0.030,0,,,,13.860,0.040,0,13.409,0.043,0,13.248,0.010,0,,,,12.443,0.024,0,12.122,0.030,0,12.088,0.025,0,11.999,0.024,0,12.013,0.022,0,12.095,0.326,0,8.769,,-1,0.617,0.050,0,0.321,0.038,0,0.034,0.039,0,0.355,0.035,0,,,0.35840528,,,0,2456979.480000,,,0,0.028600,,,0,0.0262500,,,0,,,,,0.3500,,,0,,,,,0.01598,,,0,0.171,,,0,1.920,,,0,,,,,1
EPIC 206153219,2MASS J22060640-1042414,EPIC 206153219.01,K2-66 b,331.526703,0.000000,22h06m06.41s,-10.711549,0.000000,-10d42m41.6s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,6490.00,,,0,,,,,,,,,,1.59,,,0,,,,,12.051,,0,12.300,0.230,0,11.710,0.186,0,,,,12.386,0.040,0,11.973,0.010,0,11.907,0.170,0,,,,10.948,0.023,0,10.664,0.026,0,10.609,0.021,0,10.586,0.023,0,10.609,0.021,0,10.611,0.099,0,8.909,,-1,0.590,0.296,0,0.284,0.035,0,0.055,0.033,0,0.339,0.031,0,,,5.06892320,,,0,2456984.010000,,,0,0.028800,,,0,0.1808333,,,0,,,,,0.1400,,,0,,,,,0.01563,,,0,0.261,,,0,2.930,,,0,,,,,1
EPIC 206154641,2MASS J22493256-1040320,EPIC 206154641.01,WASP-75 b,342.385681,0.000000,22h49m32.56s,-10.675551,0.000000,-10d40m32.0s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5994.00,,,0,,,,,,,,,,1.13,,,0,,,,,11.299,,0,12.053,0.030,0,11.457,0.010,0,,,,11.692,0.030,0,11.329,0.020,0,11.131,0.070,0,,,,10.362,0.021,0,10.097,0.020,0,10.062,0.023,0,10.035,0.024,0,10.054,0.021,0,10.075,0.067,0,8.938,,-1,0.596,0.032,0,0.265,0.029,0,0.035,0.030,0,0.300,0.031,0,,,2.48419390,,,0,2456980.136000,,,0,0.920000,,,0,0.0825000,,,0,,,,,0.8800,,,0,,,,,0.10420,,,0,1.053,,,0,11.800,,,0,,,,,1
EPIC 206155547,2MASS J22142551-1039100,EPIC 206155547.01,K2-67 b,333.606323,0.000000,22h14m25.52s,-10.652785,0.000000,-10d39m10.0s,FALSE POSITIVE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,Planet refuted by Shporer et al. 2017,0,3,,,,,,,,,5931.00,,,0,,,,,,,,,,1.09,,,0,,,,,14.617,,0,15.326,0.060,0,14.713,0.042,0,,,,14.997,0.060,0,14.557,0.030,0,14.454,0.010,0,,,,13.609,0.027,0,13.304,0.023,0,13.277,0.041,0,13.236,0.025,0,13.290,0.034,0,12.354,0.510,0,8.207,,-1,0.613,0.073,0,0.305,0.035,0,0.027,0.047,0,0.332,0.049,0,,,24.38740700,,,0,2456985.884000,,,0,2.390000,,,0,0.2525000,,,0,,,,,0.0700,,,0,,,,,0.14080,,,0,1.633,,,0,18.300,,,0,,,,,1
EPIC 206159027,2MASS J22160474-1034022,EPIC 206159027.01,K2-68 b,334.019775,0.000000,22h16m04.75s,-10.567318,0.000000,-10d34m02.3s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,4720.00,,,0,,,,,,,,,,0.72,,,0,,,,,12.597,,0,13.965,0.020,0,12.977,0.050,0,,,,13.502,0.020,0,12.603,0.010,0,12.210,0.010,0,,,,11.139,0.027,0,10.651,0.021,0,10.530,0.019,0,10.459,0.022,0,10.522,0.020,0,10.524,0.095,0,8.558,,-1,0.988,0.054,0,0.488,0.034,0,0.121,0.028,0,0.609,0.033,0,,,8.05493210,,,0,2456982.325000,,,0,0.065300,,,0,0.1158333,,,0,,,,,0.0900,,,0,,,,,0.02249,,,0,0.179,,,0,2.010,,,0,,,,,1
EPIC 206162305,2MASS J22230229-1029187,EPIC 206162305.01,K2-69 b,335.759552,0.000000,22h23m02.29s,-10.488580,0.000000,-10d29m18.9s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,4059.00,,,0,,,,,,,,,,0.61,,,0,,,,,14.807,,0,,,,,,,,,,,,,,,,,,,,,,12.608,0.022,0,11.933,0.025,0,11.766,0.024,0,11.640,0.023,0,11.610,0.022,0,11.738,0.303,0,9.054,,-1,,,,0.675,0.033,0,0.167,0.035,0,0.842,0.033,0,,,7.06588740,,,0,2456982.783000,,,0,0.210000,,,0,0.0687500,,,0,,,,,0.5700,,,0,,,,,0.04315,,,0,0.274,,,0,3.070,,,0,,,,,1
EPIC 206169375,2MASS J22560392-1019561,EPIC 206169375.01,,344.016388,0.000000,22h56m03.93s,-10.332234,0.000000,-10d19m56.0s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,6205.00,,,0,,,,,,,,,,1.29,,,0,,,,,12.559,,0,13.002,0.310,0,12.549,0.246,0,,,,12.878,0.031,0,12.526,0.041,0,12.423,0.061,0,,,,11.598,0.024,0,11.304,0.025,0,11.284,0.026,0,11.170,0.023,0,11.190,0.021,0,11.210,0.174,0,8.745,,-1,0.453,0.396,0,0.294,0.035,0,0.020,0.036,0,0.314,0.035,0,,,0.36747226,,,0,2456979.536000,,,0,0.055600,,,0,0.0287500,,,0,,,,,0.5900,,,0,,,,,0.02295,,,0,0.296,,,0,3.320,,,0,,,,,1
EPIC 206181769,2MASS J22335419-1005057,EPIC 206181769.01,K2-70 b,338.475800,0.000000,22h33m54.19s,-10.084946,0.000000,-10d05m05.8s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5026.00,,,0,,,,,,,,,,0.77,,,0,,,,,12.770,,0,13.915,0.010,0,12.989,0.030,0,,,,13.467,0.010,0,12.699,0.010,0,12.472,0.030,0,,,,11.355,0.023,0,10.935,0.021,0,10.853,0.021,0,10.815,0.023,0,10.874,0.021,0,10.486,0.098,0,8.904,,-1,0.926,0.032,0,0.420,0.031,0,0.082,0.030,0,0.502,0.031,0,,,13.97876000,,,0,2456984.444000,,,0,0.110000,,,0,0.1454167,,,0,,,,,0.2600,,,0,,,,,0.02970,,,0,0.247,,,0,2.770,,,0,,,,,1
EPIC 206192335,2MASS J22103940-0953231,EPIC 206192335.01,,332.664185,0.000000,22h10m39.40s,-9.889762,0.000000,-09d53m23.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5107.00,,,0,,,,,,,,,,0.78,,,0,,,,,11.870,,0,12.481,0.250,0,12.312,0.263,0,,,,12.400,0.060,0,11.817,0.020,0,11.643,0.060,0,,,,10.651,0.024,0,10.305,0.023,0,10.250,0.019,0,10.187,0.023,0,10.230,0.020,0,10.275,0.087,0,8.649,,-1,0.169,0.363,0,0.346,0.033,0,0.055,0.030,0,0.401,0.031,0,,,3.59906660,,,0,2456979.947000,,,0,0.036500,,,0,0.0741667,,,0,,,,,0.3800,,,0,,,,,0.01740,,,0,0.145,,,0,1.620,,,0,,,,,1
EPIC 206192813,2MASS J22465386-0952538,EPIC 206192813.01,K2-71 b,341.724426,0.000000,22h46m53.86s,-9.881619,0.000000,-09d52m53.8s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,3891.00,,,0,,,,,,,,,,0.57,,,0,,,,,14.875,,0,,,,,,,,,,,,,,,,,,,,,,12.598,0.022,0,11.927,0.026,0,11.732,0.026,0,11.566,0.023,0,11.520,0.022,0,11.575,0.251,0,8.780,,-1,,,,0.671,0.034,0,0.195,0.037,0,0.866,0.034,0,,,6.98627940,,,0,2456980.388000,,,0,0.291000,,,0,0.0779167,,,0,,,,,0.8800,,,0,,,,,0.05874,,,0,0.296,,,0,3.320,,,0,,,,,1
EPIC 206209135,2MASS J22182923-0936444,EPIC 206209135.01,K2-72 b,334.621979,0.000000,22h18m29.27s,-9.612382,0.000000,-09d36m44.6s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,3563.00,,,0,,,,,,,,,,0.43,,,0,,,,,14.407,,0,16.692,0.086,0,15.309,0.050,0,,,,16.135,0.140,0,14.723,0.050,0,13.666,0.100,0,,,,11.685,0.023,0,11.122,0.021,0,10.962,0.021,0,,,,,,,,,,,,,1.383,0.099,0,0.563,0.031,0,0.160,0.030,0,0.723,0.031,0,,,5.57731470,,,0,2456982.489000,,,0,0.109000,,,0,0.0687500,,,0,,,,,0.0000,,,0,,,,,0.03002,,,0,0.137,,,0,1.540,,,0,,,,,1
EPIC 206215704,2MASS J22202278-0930341,EPIC 206215704.01,,335.094818,0.000000,22h20m22.76s,-9.509531,0.000000,-09d30m34.3s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,3,,,,,,,,,4231.00,,,0,,,,,,,,,,0.65,,,0,,,,,15.598,,0,,,,,,,,,,,,,,,,,,,,,,13.561,0.030,0,12.954,0.025,0,12.767,0.029,0,,,,,,,,,,,,,,,,0.607,0.039,0,0.187,0.038,0,0.794,0.042,0,,,0.62309386,,,0,2456979.787000,,,0,0.126000,,,0,0.0237500,,,0,,,,,0.4800,,,0,,,,,0.03441,,,0,0.225,,,0,2.520,,,0,,,,,1
EPIC 206245553,2MASS J22200610-0903219,EPIC 206245553.01,K2-73 b,335.025482,0.000000,22h20m06.12s,-9.056093,0.000000,-09d03m21.9s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,6634.00,,,0,,,,,,,,,,1.77,,,0,,,,,11.745,,0,12.431,0.349,0,11.345,0.146,0,,,,12.115,0.030,0,11.688,0.050,0,11.587,0.020,0,,,,10.695,0.026,0,10.382,0.021,0,10.322,0.021,0,10.293,0.023,0,10.335,0.020,0,10.223,0.070,0,8.891,,-1,1.086,0.378,0,0.313,0.033,0,0.060,0.030,0,0.373,0.033,0,,,7.49566130,,,0,2456980.177000,,,0,0.060300,,,0,0.1462500,,,0,,,,,0.2000,,,0,,,,,0.02273,,,0,0.423,,,0,4.740,,,0,,,,,1
EPIC 206247743,2MASS J22332842-0901219,EPIC 206247743.01,K2-39 b,338.368378,0.000000,22h33m28.41s,-9.022769,0.000000,-09d01m22.0s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,4843.00,,,0,,,,,,,,,,0.74,,,0,,,,,10.581,,0,12.152,0.223,0,10.832,0.075,0,,,,11.353,0.030,0,10.533,0.040,0,10.251,0.060,0,,,,9.082,0.024,0,8.594,0.042,0,8.516,0.024,0,8.419,0.022,0,8.514,0.021,0,8.441,0.025,0,8.338,0.435,0,1.320,0.235,0,0.488,0.048,0,0.078,0.048,0,0.566,0.034,0,,,4.60498290,,,0,2456980.828000,,,0,0.043200,,,0,0.3662500,,,0,,,,,0.3700,,,0,,,,,0.01872,,,0,0.149,,,0,1.670,,,0,,,,,1
EPIC 206268299,2MASS J22394063-0842521,EPIC 206268299.01,K2-74 b,339.919342,0.000000,22h39m40.64s,-8.714505,0.000000,-08d42m52.2s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5804.00,,,0,,,,,,,,,,1.01,,,0,,,,,12.430,,0,13.139,0.042,0,12.588,0.031,0,,,,12.817,0.031,0,12.405,0.041,0,12.264,0.061,0,,,,11.427,0.027,0,11.177,0.026,0,11.068,0.019,0,11.039,0.023,0,11.085,0.022,0,11.254,0.185,0,8.392,,-1,0.551,0.052,0,0.250,0.037,0,0.109,0.032,0,0.359,0.033,0,,,19.56508600,,,0,2456998.001000,,,0,0.071200,,,0,0.2116667,,,0,,,,,0.1500,,,0,,,,,0.02425,,,0,0.262,,,0,2.940,,,0,,,,,1
EPIC 206298289,2MASS J22292583-0816000,EPIC 206298289.01,,337.357697,0.000000,22h29m25.85s,-8.266702,0.000000,-08d16m00.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,3714.00,,,0,,,,,,,,,,0.50,,,0,,,,,14.688,,0,17.047,0.110,0,15.427,0.052,0,,,,16.181,0.054,0,14.951,0.054,0,14.048,0.072,0,,,,12.235,0.023,0,11.616,0.028,0,11.395,0.025,0,11.264,0.023,0,11.209,0.021,0,11.162,0.174,0,8.944,,-1,1.620,0.122,0,0.619,0.036,0,0.221,0.038,0,0.840,0.034,0,,,0.43483590,,,0,2456979.772000,,,0,0.084900,,,0,0.0304167,,,0,,,,,0.3600,,,0,,,,,0.02723,,,0,0.142,,,0,1.590,,,0,,,,,1
EPIC 206312951,2MASS J22282039-0802294,EPIC 206312951.01,,337.085052,0.000000,22h28m20.41s,-8.041529,0.000000,-08d02m29.5s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,3757.00,,,0,,,,,,,,,,0.52,,,0,,,,,14.497,,0,16.826,0.030,0,15.272,0.049,0,,,,16.109,0.010,0,14.691,0.010,0,13.807,0.070,0,,,,12.210,0.024,0,11.565,0.025,0,11.328,0.023,0,11.207,0.023,0,11.157,0.021,0,10.696,0.128,0,8.167,0.327,0,1.554,0.057,0,0.645,0.035,0,0.237,0.034,0,0.882,0.033,0,,,1.53396660,,,0,2456980.161000,,,0,0.068500,,,0,0.0433333,,,0,,,,,0.1000,,,0,,,,,0.02385,,,0,0.131,,,0,1.470,,,0,,,,,1
EPIC 206317286,2MASS J22302822-0758205,EPIC 206317286.01,,337.617584,0.000000,22h30m28.22s,-7.972406,0.000000,-07d58m20.7s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,3,,,,,,,,,4749.00,,,0,,,,,,,,,,0.73,,,0,,,,,13.806,,0,15.074,0.020,0,14.051,0.036,0,,,,14.579,0.037,0,13.710,0.044,0,13.474,0.066,0,,,,12.258,0.026,0,11.720,0.021,0,11.635,0.025,0,11.591,0.023,0,11.660,0.022,0,11.902,0.274,0,8.892,,-1,1.023,0.041,0,0.538,0.033,0,0.085,0.033,0,0.623,0.036,0,,,17.50166200,,,0,2456995.350000,,,0,0.111000,,,0,0.1729167,,,0,,,,,0.6200,,,0,,,,,0.03159,,,0,0.235,,,0,2.630,,,0,,,,,1
EPIC 206318379,2MASS J22222988-0757195,EPIC 206318379.01,K2-28 b,335.624390,0.000000,22h22m29.85s,-7.955366,0.000000,-07d57m19.3s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,2997.00,,,0,,,,,,,,,,0.18,,,0,,,,,14.854,,0,17.876,0.220,0,16.061,0.067,0,,,,16.862,0.070,0,15.520,0.010,0,13.994,0.010,0,,,,11.695,0.030,0,11.028,0.023,0,10.746,0.023,0,,,,,,,,,,,,,1.815,0.230,0,0.667,0.038,0,0.282,0.033,0,0.949,0.038,0,,,2.26044390,,,0,2456980.250000,,,0,0.642000,,,0,0.0412500,,,0,,,,,0.6300,,,0,,,,,0.07740,,,0,0.143,,,0,1.600,,,0,,,,,1
EPIC 206348688,2MASS J22352275-0728114,EPIC 206348688.01,K2-75 b,338.844849,0.000000,22h35m22.76s,-7.469853,0.000000,-07d28m11.5s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5800.00,,,0,,,,,,,,,,1.01,,,0,,,,,12.566,,0,13.346,0.042,0,12.701,0.031,0,,,,12.991,0.031,0,12.546,0.041,0,12.384,0.061,0,,,,11.564,0.029,0,11.283,0.026,0,11.178,0.019,0,11.157,0.023,0,11.181,0.021,0,11.195,0.205,0,8.792,,-1,0.645,0.052,0,0.281,0.039,0,0.105,0.032,0,0.386,0.035,0,,,7.81733990,,,0,2456983.433000,,,0,0.038400,,,0,0.2279167,,,0,,,,,0.4200,,,0,,,,,0.01814,,,0,0.193,,,0,2.160,,,0,,,,,1
EPIC 206348688,2MASS J22352275-0728114,EPIC 206348688.02,K2-75 c,338.844849,0.000000,22h35m22.76s,-7.469853,0.000000,-07d28m11.5s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5800.00,,,0,,,,,,,,,,1.01,,,0,,,,,12.566,,0,13.346,0.042,0,12.701,0.031,0,,,,12.991,0.031,0,12.546,0.041,0,12.384,0.061,0,,,,11.564,0.029,0,11.283,0.026,0,11.178,0.019,0,11.157,0.023,0,11.181,0.021,0,11.195,0.205,0,8.792,,-1,0.645,0.052,0,0.281,0.039,0,0.105,0.032,0,0.386,0.035,0,,,18.28325700,,,0,2456992.751000,,,0,0.044000,,,0,0.2512500,,,0,,,,,0.5900,,,0,,,,,0.01992,,,0,0.206,,,0,2.310,,,0,,,,,1
EPIC 206417197,2MASS J22283201-0620507,EPIC 206417197.01,,337.133453,0.000000,22h28m32.03s,-6.347505,0.000000,-06d20m51.0s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,4977.00,,,0,,,,,,,,,,0.76,,,0,,,,,13.352,,0,,,,,,,,,,,,,,,,,,,,,,11.949,0.024,0,11.457,0.021,0,11.394,0.019,0,11.353,0.023,0,11.395,0.021,0,10.869,0.139,0,8.901,,-1,,,,0.492,0.032,0,0.063,0.028,0,0.555,0.031,0,,,0.44214967,,,0,2456979.628000,,,0,0.025700,,,0,0.0441667,,,0,,,,,0.3900,,,0,,,,,0.01471,,,0,0.118,,,0,1.320,,,0,,,,,1
